PLANT_NAME,MATERIAL_NAME,Month,UNRESRICTED_STOCK_KT,Inbound_KT,Outbound_KT,POLYMER_TYPE,SHELF_LIFE_IN_MONTH,DOWNGRADE_VALUE_LOST_PERCENT,Lag_Inv,Lag_Inb,Lag_Outb,Month_Number,Month_sin,Month_cos
CHINA-WAREHOUSE,MAT-0214,2024-05-01,0.005206,0.0,0.0,P-001,6,15,0.00505,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0214,2024-06-01,4.7e-05,0.0,0.0052,P-001,6,15,0.005206,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0214,2024-07-01,0.000144,0.0,0.0,P-001,6,15,4.7e-05,0.0,0.0052,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0214,2024-08-01,0.00023,0.0,0.0,P-001,6,15,0.000144,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0214,2024-09-01,0.000333,0.0,0.00022999999999999998,P-001,6,15,0.00023,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0214,2024-10-01,0.000464,0.0,0.0,P-001,6,15,0.000333,0.0,0.00022999999999999998,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0214,2024-11-01,0.000513,0.0,0.0,P-001,6,15,0.000464,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0214,2024-12-01,0.000535,0.0,0.0,P-001,6,15,0.000513,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0215,2024-01-01,0.1068,0.0,0.0,P-001,4,30,0.1068,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0215,2024-02-01,0.1068,0.0,0.0,P-001,4,30,0.1068,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0215,2024-03-01,0.106725,0.0,0.0,P-001,4,30,0.1068,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0215,2024-04-01,0.0077,0.0,0.09903,P-001,4,30,0.106725,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0215,2024-05-01,0.0077,0.0,0.0,P-001,4,30,0.0077,0.0,0.09903,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0215,2024-06-01,0.0077,0.0,0.0,P-001,4,30,0.0077,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0215,2024-07-01,0.0077,0.0,0.0,P-001,4,30,0.0077,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0215,2024-08-01,0.0077,0.0,0.0,P-001,4,30,0.0077,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0216,2024-01-01,0.01852,0.0,0.0,P-002,5,25,0.01852,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0216,2024-02-01,0.01852,0.0,0.0,P-002,5,25,0.01852,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0216,2024-03-01,0.01852,0.0,0.0,P-002,5,25,0.01852,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0216,2024-04-01,0.0,0.0,0.0,P-002,5,25,0.01852,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0216,2024-05-01,0.0,0.0,0.0,P-002,5,25,0.0,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0216,2024-06-01,0.0,0.0,0.0,P-002,5,25,0.0,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0216,2024-07-01,0.0,0.0,0.0,P-002,5,25,0.0,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0216,2024-08-01,0.0,0.0,0.0,P-002,5,25,0.0,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0216,2024-09-01,0.0,0.0,0.0,P-002,5,25,0.0,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0216,2024-10-01,0.0,0.0,0.0,P-002,5,25,0.0,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0217,2024-01-01,0.1537,0.0,0.0,P-002,6,50,0.1537,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0217,2024-02-01,0.1537,0.0,0.0,P-002,6,50,0.1537,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0217,2024-03-01,0.1533,0.0,0.0004,P-002,6,50,0.1537,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0217,2024-04-01,0.1533,0.0,0.0,P-002,6,50,0.1533,0.0,0.0004,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0217,2024-05-01,0.153275,0.0,2.9999999999999997e-05,P-002,6,50,0.1533,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0217,2024-06-01,0.15325,0.0,2.9999999999999997e-05,P-002,6,50,0.153275,0.0,2.9999999999999997e-05,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0217,2024-07-01,0.1502,0.0,0.00305,P-002,6,50,0.15325,0.0,2.9999999999999997e-05,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0217,2024-08-01,0.1502,0.0,0.0,P-002,6,50,0.1502,0.0,0.00305,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0217,2024-12-01,0.012,0.012,0.0,P-002,6,50,0.1502,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0218,2024-04-01,0.00075,0.0,0.0344,P-001,4,30,0.01175,0.0,0.01163,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0218,2024-05-01,0.00075,0.0,0.0,P-001,4,30,0.00075,0.0,0.0344,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0218,2024-06-01,0.00075,0.0,0.0,P-001,4,30,0.00075,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0218,2024-07-01,0.00075,0.0,0.0,P-001,4,30,0.00075,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0218,2024-08-01,0.00075,0.0,0.0,P-001,4,30,0.00075,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0218,2024-09-01,0.00075,0.0,0.0,P-001,4,30,0.00075,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0218,2024-10-01,0.00075,0.0,0.0,P-001,4,30,0.00075,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0218,2024-11-01,0.00075,0.0,0.0,P-001,4,30,0.00075,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0218,2024-12-01,0.0005,0.0,0.00025,P-001,4,30,0.00075,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0229,2024-01-01,0.173175,0.0,0.4244,P-001,5,5,0.251175,0.34650000000000003,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0229,2024-02-01,0.222375,0.0,0.19801,P-001,5,5,0.173175,0.0,0.4244,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0229,2024-03-01,0.12204999999999999,0.7425,0.10031000000000001,P-001,5,5,0.222375,0.0,0.19801,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0229,2024-04-01,0.446075,1.089,0.17077,P-001,5,5,0.12204999999999999,0.7425,0.10031000000000001,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0229,2024-05-01,0.16785,0.6930000000000001,0.52566,P-001,5,5,0.446075,1.089,0.17077,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0229,2024-06-01,1.435325,0.14850000000000002,0.66307,P-001,5,5,0.16785,0.6930000000000001,0.52566,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0229,2024-07-01,1.47495,0.2475,0.20771,P-001,5,5,1.435325,0.14850000000000002,0.66307,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0229,2024-08-01,0.5242,0.495,0.70315,P-001,5,5,1.47495,0.2475,0.20771,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0229,2024-09-01,0.05045,0.61875,0.96847,P-001,5,5,0.5242,0.495,0.70315,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0229,2024-10-01,0.05855,0.14850000000000002,0.4868,P-001,5,5,0.05045,0.61875,0.96847,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0229,2024-11-01,0.05025,0.66825,0.42904000000000003,P-001,5,5,0.05855,0.14850000000000002,0.4868,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0229,2024-12-01,2.723225,0.0,0.09901000000000001,P-001,5,5,0.05025,0.66825,0.42904000000000003,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0230,2024-10-01,0.012325,0.0,0.0,P-001,6,15,0.0,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0231,2024-05-01,0.023375,0.0,0.00138,P-001,7,25,0.02475,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0231,2024-06-01,0.017725,0.0,0.00565,P-001,7,25,0.023375,0.0,0.00138,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0231,2024-07-01,0.006725,0.0,0.011009999999999999,P-001,7,25,0.017725,0.0,0.00565,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0231,2024-08-01,0.006124999999999999,0.0,0.0006000000000000001,P-001,7,25,0.006725,0.0,0.011009999999999999,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0231,2024-09-01,2.5e-05,0.0,0.00609,P-001,7,25,0.006124999999999999,0.0,0.0006000000000000001,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0231,2024-10-01,2.5e-05,0.0,0.0,P-001,7,25,2.5e-05,0.0,0.00609,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0231,2024-11-01,2.5e-05,0.0,0.0,P-001,7,25,2.5e-05,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0231,2024-12-01,2.5e-05,0.0,0.0,P-001,7,25,2.5e-05,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0232,2024-08-01,0.22269999999999998,0.14850000000000002,5e-05,P-001,8,30,0.22275,0.22275,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0232,2024-09-01,0.351175,0.0,0.01996,P-001,8,30,0.22269999999999998,0.14850000000000002,5e-05,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0232,2024-10-01,0.1399,0.34650000000000003,0.21130000000000002,P-001,8,30,0.351175,0.0,0.01996,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0232,2024-11-01,0.660475,1.089,0.15718000000000001,P-001,8,30,0.1399,0.34650000000000003,0.21130000000000002,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0232,2024-12-01,1.474275,0.099,0.42356,P-001,8,30,0.660475,1.089,0.15718000000000001,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0233,2024-01-01,0.0065249999999999996,0.0,7.999999999999999e-05,P-002,12,50,0.0066,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0233,2024-02-01,0.006425,0.0,0.0001,P-002,12,50,0.0065249999999999996,0.0,7.999999999999999e-05,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0233,2024-03-01,0.027325000000000002,0.7867,0.0001,P-002,12,50,0.006425,0.0,0.0001,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0233,2024-04-01,0.024225,0.51,0.0030600000000000002,P-002,12,50,0.027325000000000002,0.7867,0.0001,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0233,2024-05-01,0.049725,0.153,0.0,P-002,12,50,0.024225,0.51,0.0030600000000000002,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0233,2024-06-01,0.049575,0.0,0.00015000000000000001,P-002,12,50,0.049725,0.153,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0233,2024-07-01,0.049075,0.0001,0.20482,P-002,12,50,0.049575,0.0,0.00015000000000000001,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0233,2024-08-01,1.083275,0.0,0.16377999999999998,P-002,12,50,0.049075,0.0001,0.20482,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0233,2024-09-01,0.5192249999999999,0.0,0.5640299999999999,P-002,12,50,1.083275,0.0,0.16377999999999998,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0233,2024-10-01,0.00015,0.0,0.51908,P-002,12,50,0.5192249999999999,0.0,0.5640299999999999,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0233,2024-11-01,0.000125,0.22949999999999998,2.9999999999999997e-05,P-002,12,50,0.00015,0.0,0.51908,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0233,2024-12-01,0.0511,0.0,0.1785,P-002,12,50,0.000125,0.22949999999999998,2.9999999999999997e-05,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0234,2024-01-01,0.716975,0.0,5e-05,P-001,5,10,0.717025,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0234,2024-02-01,0.716975,0.0,0.0,P-001,5,10,0.716975,0.0,5e-05,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0234,2024-03-01,0.715925,0.0,0.00106,P-001,5,10,0.716975,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0234,2024-04-01,0.7156,0.0,0.0003,P-001,5,10,0.715925,0.0,0.00106,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0234,2024-05-01,0.25475,0.0,0.36167,P-001,5,10,0.7156,0.0,0.0003,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0234,2024-06-01,0.030225000000000002,0.0,0.29877,P-001,5,10,0.25475,0.0,0.36167,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0234,2024-07-01,0.0253,0.0,0.029660000000000002,P-001,5,10,0.030225000000000002,0.0,0.29877,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0234,2024-08-01,0.02475,0.396,0.0005499999999999999,P-001,5,10,0.0253,0.0,0.029660000000000002,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0234,2024-09-01,0.27075,0.0,0.0015,P-001,5,10,0.02475,0.396,0.0005499999999999999,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0234,2024-10-01,0.368375,0.0,0.0509,P-001,5,10,0.27075,0.0,0.0015,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0234,2024-11-01,0.342375,0.0,0.026000000000000002,P-001,5,10,0.368375,0.0,0.0509,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0234,2024-12-01,0.34095,0.0,0.0014299999999999998,P-001,5,10,0.342375,0.0,0.026000000000000002,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0235,2024-01-01,0.000725,0.0,0.0,P-002,6,25,0.000725,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0235,2024-02-01,0.000725,0.0,0.0,P-002,6,25,0.000725,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0235,2024-03-01,0.0003,0.0,0.00043000000000000004,P-002,6,25,0.000725,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0235,2024-04-01,0.0,0.0,0.0,P-002,6,25,0.0003,0.0,0.00043000000000000004,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0235,2024-05-01,0.0,0.0,8e-05,P-002,6,25,0.0,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0235,2024-06-01,0.0,0.0,0.0,P-002,6,25,0.0,0.0,8e-05,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0235,2024-07-01,0.0,0.0,0.0,P-002,6,25,0.0,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0235,2024-08-01,0.0,0.0,0.0,P-002,6,25,0.0,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0235,2024-09-01,0.0,0.0,0.0,P-002,6,25,0.0,0.0,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0235,2024-10-01,0.0,0.0,0.0,P-002,6,25,0.0,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0235,2024-11-01,0.0,0.0,0.0,P-002,6,25,0.0,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0235,2024-12-01,2.5e-05,0.0,0.0,P-002,6,25,0.0,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0236,2024-01-01,0.0422,0.099,0.02495,P-001,4,15,0.06715,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0236,2024-02-01,0.11090000000000001,0.0,0.03025,P-001,4,15,0.0422,0.099,0.02495,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0236,2024-03-01,0.09165000000000001,0.0,0.044,P-001,4,15,0.11090000000000001,0.0,0.03025,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0236,2024-04-01,0.066525,0.0,0.0251,P-001,4,15,0.09165000000000001,0.0,0.044,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0236,2024-05-01,0.00045,0.0,0.06605,P-001,4,15,0.066525,0.0,0.0251,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0236,2024-06-01,0.00045,0.0,0.0,P-001,4,15,0.00045,0.0,0.06605,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0236,2024-07-01,0.09945000000000001,0.099,0.0,P-001,4,15,0.00045,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0236,2024-08-01,0.19775,0.099,0.0007,P-001,4,15,0.09945000000000001,0.099,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0236,2024-09-01,0.19775,0.0,0.0,P-001,4,15,0.19775,0.099,0.0007,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0236,2024-10-01,0.047875,0.0,0.14988,P-001,4,15,0.19775,0.0,0.0,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0236,2024-11-01,0.01485,0.0,0.03303,P-001,4,15,0.047875,0.0,0.14988,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0236,2024-12-01,0.08905,0.099,0.02475,P-001,4,15,0.01485,0.0,0.03303,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0237,2024-01-01,0.601,0.0,0.0,P-001,8,5,0.015275,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0237,2024-02-01,0.599425,0.0,0.00158,P-001,8,5,0.601,0.0,0.0,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0237,2024-03-01,0.59895,0.1925,0.00047999999999999996,P-001,8,5,0.599425,0.0,0.00158,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0237,2024-04-01,0.59895,0.0,0.0,P-001,8,5,0.59895,0.1925,0.00047999999999999996,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0237,2024-05-01,0.789725,0.0,0.00144,P-001,8,5,0.59895,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0237,2024-06-01,0.787925,0.0,0.0016799999999999999,P-001,8,5,0.789725,0.0,0.00144,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0237,2024-07-01,0.773975,0.0,0.01396,P-001,8,5,0.787925,0.0,0.0016799999999999999,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0237,2024-08-01,0.773925,0.0,5e-05,P-001,8,5,0.773975,0.0,0.01396,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0237,2024-09-01,0.7612,0.0,0.01273,P-001,8,5,0.773925,0.0,5e-05,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0237,2024-10-01,0.7226,0.0,0.01386,P-001,8,5,0.7612,0.0,0.01273,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0237,2024-11-01,0.721075,0.0,0.00153,P-001,8,5,0.7226,0.0,0.01386,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0237,2024-12-01,0.583425,0.0,0.16225,P-001,8,5,0.721075,0.0,0.00153,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0238,2024-11-01,0.0,0.0,0.0,P-001,6,10,0.0,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0238,2024-12-01,0.0,0.0,0.0,P-001,6,10,0.0,0.0,0.0,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0239,2024-11-01,0.094875,0.14850000000000002,0.00413,P-001,6,25,0.0495,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0239,2024-12-01,0.1815,0.0,0.061880000000000004,P-001,6,25,0.094875,0.14850000000000002,0.00413,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0246,2024-07-01,0.14705,0.0,0.05097,P-001,4,20,0.07425,0.12375,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0246,2024-08-01,0.0229,0.0,0.12387000000000001,P-001,4,20,0.14705,0.0,0.05097,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0246,2024-09-01,0.0009,0.42075,0.02201,P-001,4,20,0.0229,0.0,0.12387000000000001,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0246,2024-10-01,0.421425,0.32175000000000004,0.0,P-001,4,20,0.0009,0.42075,0.02201,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0246,2024-11-01,0.13520000000000001,0.0,0.60778,P-001,4,20,0.421425,0.32175000000000004,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0246,2024-12-01,0.308375,0.0,0.12376000000000001,P-001,4,20,0.13520000000000001,0.0,0.60778,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0249,2024-01-01,0.0259,0.0,0.0,P-002,12,50,0.0259,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0250,2024-04-01,0.00025,0.0,0.00963,P-001,2,20,0.009875,0.0,0.0025,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0250,2024-05-01,0.00025,0.0,0.0,P-001,2,20,0.00025,0.0,0.00963,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0250,2024-06-01,0.00025,0.0,0.0,P-001,2,20,0.00025,0.0,0.0,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0250,2024-07-01,0.00025,0.0,0.0,P-001,2,20,0.00025,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0250,2024-08-01,0.00025,0.0,0.0,P-001,2,20,0.00025,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0254,2024-06-01,0.0178,0.0,0.0,P-002,4,20,0.0178,0.0,0.003,6,1.2246467991473532e-16,-1.0
CHINA-WAREHOUSE,MAT-0254,2024-07-01,0.0178,0.0,0.0,P-002,4,20,0.0178,0.0,0.0,7,-0.4999999999999998,-0.8660254037844388
CHINA-WAREHOUSE,MAT-0254,2024-08-01,0.10505,0.15475,0.0,P-002,4,20,0.0178,0.0,0.0,8,-0.8660254037844384,-0.5000000000000004
CHINA-WAREHOUSE,MAT-0254,2024-09-01,0.17245,0.0,0.0001,P-002,4,20,0.10505,0.15475,0.0,9,-1.0,-1.8369701987210297e-16
CHINA-WAREHOUSE,MAT-0254,2024-10-01,0.17245,0.0,0.0,P-002,4,20,0.17245,0.0,0.0001,10,-0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0254,2024-11-01,0.166925,0.0,0.0055,P-002,4,20,0.17245,0.0,0.0,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0254,2024-12-01,0.166925,0.0,0.0,P-002,4,20,0.166925,0.0,0.0055,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0255,2024-11-01,0.0935,0.0,0.028450000000000003,P-001,6,5,0.047725,0.07425,0.0017,11,-0.5000000000000004,0.8660254037844384
CHINA-WAREHOUSE,MAT-0255,2024-12-01,0.1925,0.0,0.0,P-001,6,5,0.0935,0.0,0.028450000000000003,12,-2.4492935982947064e-16,1.0
CHINA-WAREHOUSE,MAT-0256,2024-01-01,0.09885,0.0,0.049550000000000004,P-001,4,25,0.1484,0.0,0.0,1,0.49999999999999994,0.8660254037844387
CHINA-WAREHOUSE,MAT-0256,2024-02-01,0.09885,0.0,0.0,P-001,4,25,0.09885,0.0,0.049550000000000004,2,0.8660254037844386,0.5000000000000001
CHINA-WAREHOUSE,MAT-0256,2024-03-01,0.09885,0.0,0.0,P-001,4,25,0.09885,0.0,0.0,3,1.0,6.123233995736766e-17
CHINA-WAREHOUSE,MAT-0256,2024-04-01,0.09885,0.0,0.0,P-001,4,25,0.09885,0.0,0.0,4,0.8660254037844387,-0.49999999999999983
CHINA-WAREHOUSE,MAT-0256,2024-05-01,0.09885,0.0,0.0,P-001,4,25,0.09885,0.0,0.0,5,0.49999999999999994,-0.8660254037844387
CHINA-WAREHOUSE,MAT-0256,2024-06-01,0.09885,0.0,0.0,P-001,4,25,0.09885,0.0,0.0,6,1.2246467991473532e-16,-1.0
