DATE,PLANT_NAME,MATERIAL_NAME,NET_QUANTITY_MT,TYPE,MODE_OF_TRANSPORT,CUSTOMER_NUMBER
2024/08/18,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0032,13.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,25.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,25.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,25.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,25.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,25.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,25.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,25.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,25.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,25.5,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,3.0,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,5.3,Inbound,,
2024/08/18,CHINA-WAREHOUSE,MAT-0019,3.0,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,22.0,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,2.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,23.375,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,1.375,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/08/09,CHINA-WAREHOUSE,MAT-0341,24.75,Inbound,,
2024/08/09,CHINA-WAREHOUSE,MAT-0341,15.125,Inbound,,
2024/08/09,CHINA-WAREHOUSE,MAT-0341,9.625,Inbound,,
2024/08/09,CHINA-WAREHOUSE,MAT-0341,24.75,Inbound,,
2024/08/09,CHINA-WAREHOUSE,MAT-0341,24.75,Inbound,,
2024/08/09,CHINA-WAREHOUSE,MAT-0341,2.75,Inbound,,
2024/08/09,CHINA-WAREHOUSE,MAT-0341,22.0,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0151,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0151,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0151,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0353,24.75,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,1.375,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,23.375,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,24.75,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,20.625,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,4.125,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,24.75,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,20.625,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,4.125,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,9.625,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,15.125,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,11.0,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,13.75,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,24.75,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0151,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0318,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0318,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0318,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0318,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0318,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0318,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0114,25.5,Inbound,,
2024/08/17,CHINA-WAREHOUSE,MAT-0114,25.5,Inbound,,
2024/08/21,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/21,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/21,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/21,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/21,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/21,CHINA-WAREHOUSE,MAT-0379,24.75,Inbound,,
2024/08/21,CHINA-WAREHOUSE,MAT-0254,22.5,Inbound,,
2024/08/21,CHINA-WAREHOUSE,MAT-0254,22.5,Inbound,,
2024/08/21,CHINA-WAREHOUSE,MAT-0254,22.5,Inbound,,
2024/08/22,CHINA-WAREHOUSE,MAT-0049,24.75,Inbound,,
2024/08/22,CHINA-WAREHOUSE,MAT-0049,24.75,Inbound,,
2024/08/22,CHINA-WAREHOUSE,MAT-0049,24.75,Inbound,,
2024/08/22,CHINA-WAREHOUSE,MAT-0049,24.75,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,23.375,Inbound,,
2024/07/09,CHINA-WAREHOUSE,MAT-0229,1.375,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,1.375,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,23.375,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,6.875,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,17.875,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/21,CHINA-WAREHOUSE,MAT-0098,24.75,Inbound,,
2024/07/30,CHINA-WAREHOUSE,MAT-0351,22.0,Inbound,,
2024/07/30,CHINA-WAREHOUSE,MAT-0363,12.375,Inbound,,
2024/07/30,CHINA-WAREHOUSE,MAT-0363,12.375,Inbound,,
2024/08/19,CHINA-WAREHOUSE,MAT-0166,22.5,Inbound,,
2024/08/19,CHINA-WAREHOUSE,MAT-0166,22.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,18.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,2.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,17.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,18.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,11.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,8.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,18.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,17.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,2.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/08/27,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/27,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/27,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/27,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/27,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/27,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,17.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,3.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,16.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,12.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,7.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,18.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,12.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,7.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,12.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,3.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,3.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,16.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,15.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,5.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,20.0,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,18.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0082,1.25,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,23.375,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,1.375,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,8.25,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,16.5,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,19.25,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,5.5,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/08/26,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/26,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/26,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/26,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/26,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/26,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/26,CHINA-WAREHOUSE,MAT-0102,24.7,Inbound,,
2024/08/26,CHINA-WAREHOUSE,MAT-0102,24.7,Inbound,,
2024/07/19,CHINA-WAREHOUSE,MAT-0351,22.0,Inbound,,
2024/07/19,CHINA-WAREHOUSE,MAT-0351,22.0,Inbound,,
2024/07/19,CHINA-WAREHOUSE,MAT-0351,20.625,Inbound,,
2024/07/19,CHINA-WAREHOUSE,MAT-0351,1.375,Inbound,,
2024/07/19,CHINA-WAREHOUSE,MAT-0351,22.0,Inbound,,
2024/07/19,CHINA-WAREHOUSE,MAT-0351,22.0,Inbound,,
2024/07/19,CHINA-WAREHOUSE,MAT-0351,22.0,Inbound,,
2024/07/19,CHINA-WAREHOUSE,MAT-0351,24.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,2.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0190,22.0,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,24.75,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,24.75,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,24.75,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,24.75,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,24.75,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,20.625,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,4.125,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,24.75,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,24.75,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,24.75,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,4.125,Inbound,,
2024/07/22,CHINA-WAREHOUSE,MAT-0046,20.625,Inbound,,
2024/08/10,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/08/10,CHINA-WAREHOUSE,MAT-0190,8.25,Inbound,,
2024/08/10,CHINA-WAREHOUSE,MAT-0190,16.5,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0341,24.75,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0341,24.75,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0341,24.75,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0341,15.125,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0341,9.625,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0341,4.125,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0341,20.625,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0341,24.75,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0190,15.125,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0190,9.625,Inbound,,
2024/08/11,CHINA-WAREHOUSE,MAT-0190,24.75,Inbound,,
2024/08/19,CHINA-WAREHOUSE,MAT-0003,12.24,Inbound,,
2024/08/19,CHINA-WAREHOUSE,MAT-0003,7.344,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0384,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0384,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0384,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0384,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0384,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0428,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0428,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0166,22.5,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0166,22.5,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0166,22.5,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0166,22.5,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/08/28,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0156,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0156,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0156,1.375,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0156,23.375,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0156,1.375,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0156,23.375,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0156,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0156,24.75,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,22.0,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,2.75,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,24.75,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,24.75,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,19.25,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,5.5,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,17.875,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,6.875,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,23.375,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0399,1.375,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0356,23.375,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0356,1.375,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0356,24.75,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0356,24.75,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0356,24.75,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0356,24.75,Inbound,,
2024/07/26,CHINA-WAREHOUSE,MAT-0356,24.75,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,1.175,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,1.25,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,2.5,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,1.0,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,1.225,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,1.225,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,2.45,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,1.225,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,1.2,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,1.25,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,2.5,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,2.4,Inbound,,
2024/07/29,CHINA-WAREHOUSE,MAT-0332,1.25,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0146,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0416,24.75,Inbound,,
2024/08/23,CHINA-WAREHOUSE,MAT-0381,24.75,Inbound,,
2024/08/31,CHINA-WAREHOUSE,MAT-0108,24.75,Inbound,,
2024/08/31,CHINA-WAREHOUSE,MAT-0108,24.75,Inbound,,
2024/08/31,CHINA-WAREHOUSE,MAT-0108,24.75,Inbound,,
2024/08/31,CHINA-WAREHOUSE,MAT-0108,24.75,Inbound,,
2024/08/08,CHINA-WAREHOUSE,MAT-0156,22.0,Inbound,,
2024/08/08,CHINA-WAREHOUSE,MAT-0208,1.375,Inbound,,
2024/08/08,CHINA-WAREHOUSE,MAT-0208,1.375,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0084,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/09/01,CHINA-WAREHOUSE,MAT-0120,24.75,Inbound,,
2024/08/29,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/29,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/29,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/08/29,CHINA-WAREHOUSE,MAT-0015,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,23.375,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,1.375,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,17.875,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,6.875,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,19.25,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,5.5,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,12.375,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,12.375,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0099,24.75,Inbound,,
2024/07/25,CHINA-WAREHOUSE,MAT-0354,24.75,Inbound,,
